hub_id,route_arr_name,route_dep_name,direction_id,offset_sec,offset_min,rescued_near_misses,newly_created_misses,baseline_total_wait_minutes,simulated_total_wait_minutes,wait_minutes_saved,wait_minutes_added,total_evaluated,block_feasible,violating_trips,min_remaining_layover_sec
cluster_107,207,GREEN,0,-180,-3.0,35,0,4010.5,3719.5,291.0,0.0,337,True,0,120.0
cluster_107,213,GREEN,0,-180,-3.0,0,36,3692.7,4000.7,0.0,308.0,384,True,0,120.0
cluster_107,GREEN,207,0,-180,-3.0,8,0,2346.1,2084.2,262.0,0.0,109,True,0,120.0
cluster_107,GREEN,207,1,-180,-3.0,2,0,2218.3,2285.9,0.0,67.6,110,True,0,120.0
cluster_107,GREEN,213,0,-180,-3.0,0,5,1723.6,1886.0,0.0,162.4,112,True,0,120.0
cluster_107,GREEN,213,1,-180,-3.0,0,4,2092.3,2038.5,53.8,0.0,114,True,0,120.0
cluster_107,GREEN,GREEN,0,-180,-3.0,0,0,460.5,295.5,165.0,0.0,55,True,0,120.0
cluster_107,GREEN,GREEN,1,-180,-3.0,3,0,565.0,630.0,0.0,65.0,54,True,0,120.0
cluster_107,GREEN,ORANGE,0,-180,-3.0,0,0,1041.5,1212.5,0.0,171.0,115,True,0,120.0
cluster_107,GREEN,ORANGE,1,-180,-3.0,0,0,933.0,1110.0,0.0,177.0,114,True,0,120.0
cluster_107,ORANGE,GREEN,0,-180,-3.0,0,53,918.0,1676.0,0.0,758.0,114,True,0,120.0
cluster_14,001,GREEN,0,-180,-3.0,0,15,7866.1,7924.8,0.0,58.7,961,True,0,120.0
cluster_14,009,GREEN,0,-180,-3.0,2,0,15252.8,15591.6,0.0,338.8,1740,True,0,120.0
cluster_14,018,GREEN,0,-180,-3.0,178,0,12861.9,10104.4,2757.5,0.0,1093,True,0,120.0
cluster_14,023,GREEN,0,-180,-3.0,0,91,4333.2,4670.7,0.0,337.5,590,True,0,120.0
cluster_14,214,GREEN,0,-180,-3.0,0,34,2127.8,2507.2,0.0,379.3,294,True,0,120.0
cluster_14,249,GREEN,0,-180,-3.0,29,0,5896.8,5871.3,25.5,0.0,704,True,0,120.0
cluster_14,421,GREEN,0,-180,-3.0,1,0,1114.1,956.1,158.0,0.0,126,True,0,120.0
cluster_14,GREEN,001,0,-180,-3.0,0,0,739.7,771.6,0.0,32.0,230,True,0,120.0
cluster_14,GREEN,001,1,-180,-3.0,0,7,888.6,945.9,0.0,57.3,231,True,0,120.0
cluster_14,GREEN,009,0,-180,-3.0,0,0,620.8,623.9,0.0,3.1,232,True,0,120.0
cluster_14,GREEN,009,1,-180,-3.0,0,1,628.5,621.2,7.3,0.0,228,True,0,120.0
cluster_14,GREEN,018,0,-180,-3.0,0,5,447.4,625.5,0.0,178.1,231,True,0,120.0
cluster_14,GREEN,018,1,-180,-3.0,0,2,451.1,541.7,0.0,90.7,232,True,0,120.0
cluster_14,GREEN,023,0,-180,-3.0,0,68,2875.4,3035.9,0.0,160.4,235,True,0,120.0
cluster_14,GREEN,023,1,-180,-3.0,0,4,787.1,1141.1,0.0,354.0,234,True,0,120.0
cluster_14,GREEN,214,0,-180,-3.0,0,0,4107.6,3742.4,365.2,0.0,229,True,0,120.0
cluster_14,GREEN,214,1,-180,-3.0,0,6,3377.2,3695.3,0.0,318.1,223,True,0,120.0
cluster_14,GREEN,249,0,-180,-3.0,0,11,2908.4,3155.3,0.0,246.9,224,True,0,120.0
cluster_14,GREEN,249,1,-180,-3.0,11,0,2991.0,2650.9,340.1,0.0,222,True,0,120.0
cluster_14,GREEN,421,0,-180,-3.0,0,9,6593.0,6785.5,0.0,192.5,163,True,0,120.0
cluster_14,GREEN,421,1,-180,-3.0,0,10,6444.8,6661.1,0.0,216.3,164,True,0,120.0
cluster_14,GREEN,BLUE,0,-180,-3.0,0,0,5.5,5.0,0.5,0.0,5,True,0,120.0
cluster_14,GREEN,GREEN,0,-180,-3.0,0,0,1033.0,1573.0,0.0,540.0,116,True,0,120.0
cluster_14,GREEN,GREEN,1,-180,-3.0,48,0,937.5,262.0,675.5,0.0,114,True,0,120.0
cluster_14,GREEN,ORANGE,0,-180,-3.0,0,1,254.0,272.0,0.0,18.0,18,True,0,120.0
cluster_14,GREEN,ORANGE,1,-180,-3.0,0,0,326.5,350.5,0.0,24.0,14,True,0,120.0
cluster_14,ORANGE,GREEN,0,-180,-3.0,0,0,121.0,87.0,34.0,0.0,12,True,0,120.0
cluster_168,020,GREEN,0,-180,-3.0,59,0,7668.5,6916.5,752.0,0.0,762,True,0,120.0
cluster_168,213,GREEN,0,-180,-3.0,5,0,1195.9,979.9,216.0,0.0,132,True,0,120.0
cluster_168,233,GREEN,0,-180,-3.0,1,0,4882.4,5590.4,0.0,708.0,424,True,0,120.0
cluster_168,GREEN,020,0,-180,-3.0,0,1,1110.0,1288.0,0.0,178.0,115,True,0,120.0
cluster_168,GREEN,020,1,-180,-3.0,8,0,664.7,540.7,124.1,0.0,120,True,0,120.0
cluster_168,GREEN,213,0,-180,-3.0,3,0,2108.1,2185.7,0.0,77.6,114,True,0,120.0
cluster_168,GREEN,213,1,-180,-3.0,0,4,2472.5,2566.5,0.0,94.0,117,True,0,120.0
cluster_168,GREEN,233,0,-180,-3.0,0,21,2515.7,2692.5,0.0,176.8,116,True,0,120.0
cluster_168,GREEN,233,1,-180,-3.0,1,0,1570.5,1612.7,0.0,42.2,117,True,0,120.0
cluster_168,GREEN,GREEN,0,-180,-3.0,0,47,137.0,940.0,0.0,803.0,59,True,0,120.0
cluster_168,GREEN,GREEN,1,-180,-3.0,0,50,894.0,1064.0,0.0,170.0,59,True,0,120.0
cluster_168,GREEN,ORANGE,0,-180,-3.0,0,2,1618.5,1804.5,0.0,186.0,121,True,0,120.0
cluster_168,GREEN,ORANGE,1,-180,-3.0,7,0,1356.5,1332.0,24.5,0.0,120,True,0,120.0
cluster_168,ORANGE,GREEN,0,-180,-3.0,0,48,817.0,1564.0,0.0,747.0,125,True,0,120.0
cluster_225,218,GREEN,0,-180,-3.0,0,11,735.0,815.5,0.0,80.5,69,True,0,120.0
cluster_225,220,GREEN,0,-180,-3.0,0,80,2769.5,4794.5,0.0,2025.0,325,True,0,120.0
cluster_225,GREEN,218,0,-180,-3.0,0,2,2169.5,2258.5,0.0,89.0,116,True,0,120.0
cluster_225,GREEN,218,1,-180,-3.0,0,7,2107.0,2217.0,0.0,110.0,118,True,0,120.0
cluster_225,GREEN,220,0,-180,-3.0,0,24,2195.0,2366.0,0.0,171.0,114,True,0,120.0
cluster_225,GREEN,220,1,-180,-3.0,0,8,1962.3,1956.8,5.4,0.0,111,True,0,120.0
cluster_225,GREEN,GREEN,0,-180,-3.0,1,0,568.0,422.5,145.5,0.0,59,True,0,120.0
cluster_225,GREEN,GREEN,1,-180,-3.0,0,1,483.5,630.5,0.0,147.0,58,True,0,120.0
cluster_23,001,GREEN,0,-180,-3.0,56,0,21680.2,21213.1,467.1,0.0,2047,True,0,120.0
cluster_23,023,GREEN,0,-180,-3.0,0,3,8400.0,6069.4,2330.5,0.0,936,True,0,120.0
cluster_23,057,GREEN,0,-180,-3.0,21,0,4824.1,3631.2,1193.0,0.0,451,True,0,120.0
cluster_23,101,GREEN,0,-180,-3.0,1,0,4193.2,4109.2,84.0,0.0,373,True,0,120.0
cluster_23,122,GREEN,0,-180,-3.0,22,0,4387.7,4735.7,0.0,348.0,389,True,0,120.0
cluster_23,213,GREEN,0,-180,-3.0,0,5,2651.7,2709.7,0.0,58.0,254,True,0,120.0
cluster_23,219,GREEN,0,-180,-3.0,0,2,2977.0,3387.0,0.0,410.0,270,True,0,120.0
cluster_23,230,GREEN,0,-180,-3.0,0,8,5025.6,4613.6,412.0,0.0,504,True,0,120.0
cluster_23,306,GREEN,0,-180,-3.0,0,1,511.0,445.0,66.0,0.0,42,True,0,120.0
cluster_23,422,GREEN,0,-180,-3.0,0,0,2980.0,2940.0,40.0,0.0,280,True,0,120.0
cluster_23,423,GREEN,0,-180,-3.0,0,14,449.0,567.0,0.0,118.0,54,True,0,120.0
cluster_23,GREEN,001,0,-180,-3.0,0,0,363.9,411.8,0.0,47.9,114,True,0,120.0
cluster_23,GREEN,001,1,-180,-3.0,3,0,284.7,222.1,62.6,0.0,115,True,0,120.0
cluster_23,GREEN,023,0,-180,-3.0,2,0,735.2,877.7,0.0,142.5,117,True,0,120.0
cluster_23,GREEN,023,1,-180,-3.0,2,0,692.4,828.8,0.0,136.5,115,True,0,120.0
cluster_23,GREEN,057,0,-180,-3.0,6,0,829.1,800.1,29.0,0.0,116,True,0,120.0
cluster_23,GREEN,057,1,-180,-3.0,1,0,743.0,887.0,0.0,144.0,115,True,0,120.0
cluster_23,GREEN,101,0,-180,-3.0,5,0,1175.0,1034.7,140.3,0.0,116,True,0,120.0
cluster_23,GREEN,101,1,-180,-3.0,11,0,1330.0,1197.2,132.8,0.0,111,True,0,120.0
cluster_23,GREEN,122,0,-180,-3.0,22,0,950.3,744.0,206.4,0.0,117,True,0,120.0
cluster_23,GREEN,213,0,-180,-3.0,4,0,1733.6,1764.9,0.0,31.3,112,True,0,120.0
cluster_23,GREEN,213,1,-180,-3.0,0,9,2239.1,2334.6,0.0,95.5,115,True,0,120.0
cluster_23,GREEN,219,0,-180,-3.0,9,0,2966.5,2603.9,362.6,0.0,114,True,0,120.0
cluster_23,GREEN,219,1,-180,-3.0,1,0,2132.5,2203.6,0.0,71.1,113,True,0,120.0
cluster_23,GREEN,230,0,-180,-3.0,0,1,1474.5,1482.5,0.0,8.0,113,True,0,120.0
cluster_23,GREEN,230,1,-180,-3.0,6,0,1558.0,1572.0,0.0,14.0,111,True,0,120.0
cluster_23,GREEN,306,0,-180,-3.0,0,0,4071.0,4146.0,0.0,75.0,79,True,0,120.0
cluster_23,GREEN,306,1,-180,-3.0,18,0,4143.5,3666.5,477.0,0.0,78,True,0,120.0
cluster_23,GREEN,422,0,-180,-3.0,0,0,59.5,100.0,0.0,40.5,79,True,0,120.0
cluster_23,GREEN,423,0,-180,-3.0,0,0,641.0,761.0,0.0,120.0,80,True,0,120.0
cluster_23,GREEN,GREEN,0,-180,-3.0,0,49,81.0,903.0,0.0,822.0,56,True,0,120.0
cluster_23,GREEN,GREEN,1,-180,-3.0,0,49,857.5,1022.5,0.0,165.0,55,True,0,120.0
cluster_23,GREEN,ORANGE,0,-180,-3.0,0,0,1712.5,1883.5,0.0,171.0,116,True,0,120.0
cluster_23,GREEN,ORANGE,1,-180,-3.0,3,0,1217.0,1304.0,0.0,87.0,114,True,0,120.0
cluster_23,GREEN,TRE,0,-180,-3.0,0,0,1962.0,2118.0,0.0,156.0,104,True,0,120.0
cluster_23,GREEN,TRE,1,-180,-3.0,18,0,2527.0,1887.5,639.5,0.0,109,True,0,120.0
cluster_23,ORANGE,GREEN,0,-180,-3.0,0,50,690.0,1448.0,0.0,758.0,114,True,0,120.0
cluster_23,TRE,GREEN,0,-180,-3.0,0,0,709.5,535.5,174.0,0.0,58,True,0,120.0
cluster_25,001,GREEN,0,-180,-3.0,16,0,4734.1,4456.1,278.0,0.0,441,True,0,120.0
cluster_25,013,GREEN,0,-180,-3.0,62,0,1910.0,1590.5,319.5,0.0,114,True,0,120.0
cluster_25,023,GREEN,0,-180,-3.0,0,36,736.0,1144.5,0.0,408.5,118,True,0,120.0
cluster_25,104,GREEN,0,-180,-3.0,0,100,5380.5,7704.6,0.0,2324.2,590,True,0,120.0
cluster_25,216,GREEN,0,-180,-3.0,1,0,508.5,366.0,142.5,0.0,55,True,0,120.0
cluster_25,GREEN,001,0,-180,-3.0,4,0,981.6,983.0,0.0,1.4,116,True,0,120.0
cluster_25,GREEN,001,1,-180,-3.0,0,4,800.3,819.7,0.0,19.4,116,True,0,120.0
cluster_25,GREEN,013,0,-180,-3.0,0,49,1680.5,1854.5,0.0,174.0,114,True,0,120.0
cluster_25,GREEN,013,1,-180,-3.0,17,0,1105.0,879.0,226.0,0.0,113,True,0,120.0
cluster_25,GREEN,023,0,-180,-3.0,0,38,1567.5,1741.5,0.0,174.0,118,True,0,120.0
cluster_25,GREEN,023,1,-180,-3.0,2,0,803.5,939.0,0.0,135.5,116,True,0,120.0
cluster_25,GREEN,104,0,-180,-3.0,16,0,1269.6,979.0,290.6,0.0,113,True,0,120.0
cluster_25,GREEN,104,1,-180,-3.0,0,27,1167.3,1311.7,0.0,144.3,114,True,0,120.0
cluster_25,GREEN,216,0,-180,-3.0,0,1,2634.5,2802.5,0.0,168.0,111,True,0,120.0
cluster_25,GREEN,216,1,-180,-3.0,5,0,2739.0,2751.0,0.0,12.0,115,True,0,120.0
cluster_25,GREEN,GREEN,0,-180,-3.0,2,0,804.5,630.5,174.0,0.0,58,True,0,120.0
cluster_25,GREEN,GREEN,1,-180,-3.0,0,0,218.5,369.5,0.0,151.0,58,True,0,120.0
cluster_29,018,GREEN,0,-180,-3.0,0,33,3623.8,3419.3,204.5,0.0,344,True,0,120.0
cluster_29,023,GREEN,0,-180,-3.0,0,157,1677.5,3995.5,0.0,2318.0,354,True,0,120.0
cluster_29,214,GREEN,0,-180,-3.0,0,10,4510.6,3807.7,703.0,0.0,421,True,0,120.0
cluster_29,GREEN,018,0,-180,-3.0,0,17,882.2,1056.2,0.0,174.0,116,True,0,120.0
cluster_29,GREEN,018,1,-180,-3.0,2,0,923.2,1047.2,0.0,124.0,116,True,0,120.0
cluster_29,GREEN,023,0,-180,-3.0,0,11,936.6,1108.5,0.0,171.9,119,True,0,120.0
cluster_29,GREEN,023,1,-180,-3.0,0,50,929.3,1078.7,0.0,149.3,117,True,0,120.0
cluster_29,GREEN,214,0,-180,-3.0,0,1,1741.2,1899.1,0.0,157.9,115,True,0,120.0
cluster_29,GREEN,214,1,-180,-3.0,0,6,1808.5,1958.4,0.0,149.9,113,True,0,120.0
cluster_29,GREEN,GREEN,0,-180,-3.0,4,0,606.5,455.0,151.5,0.0,58,True,0,120.0
cluster_29,GREEN,GREEN,1,-180,-3.0,3,0,518.5,588.5,0.0,70.0,58,True,0,120.0
cluster_29,GREEN,ORANGE,0,-180,-3.0,0,0,155.5,164.5,0.0,9.0,8,True,0,120.0
cluster_29,GREEN,ORANGE,1,-180,-3.0,0,0,131.0,143.0,0.0,12.0,7,True,0,120.0
cluster_29,ORANGE,GREEN,0,-180,-3.0,0,0,96.5,78.5,18.0,0.0,6,True,0,120.0
cluster_303,030,GREEN,0,-180,-3.0,75,0,6588.7,8332.7,0.0,1744.0,532,True,0,120.0
cluster_303,218,GREEN,0,-180,-3.0,0,31,9590.1,9476.6,113.5,0.0,917,True,0,120.0
cluster_303,GREEN,030,0,-180,-3.0,0,9,1752.5,1556.9,195.6,0.0,116,True,0,120.0
cluster_303,GREEN,030,1,-180,-3.0,29,0,1146.6,740.4,406.2,0.0,118,True,0,120.0
cluster_303,GREEN,218,0,-180,-3.0,0,0,1175.0,1276.3,0.0,101.3,117,True,0,120.0
cluster_303,GREEN,218,1,-180,-3.0,5,0,1682.8,1556.9,126.0,0.0,117,True,0,120.0
cluster_303,GREEN,GREEN,0,-180,-3.0,49,0,1097.0,962.5,134.5,0.0,59,True,0,120.0
cluster_303,GREEN,GREEN,1,-180,-3.0,0,53,982.0,1159.0,0.0,177.0,59,True,0,120.0
cluster_357,015,GREEN,0,-180,-3.0,0,77,2071.3,3603.3,0.0,1532.0,236,True,0,120.0
cluster_357,038,GREEN,0,-180,-3.0,0,29,1225.0,1476.5,0.0,251.5,116,True,0,120.0
cluster_357,GREEN,015,0,-180,-3.0,0,53,1222.7,1379.7,0.0,157.0,118,True,0,120.0
cluster_357,GREEN,015,1,-180,-3.0,15,0,1029.1,901.0,128.1,0.0,118,True,0,120.0
cluster_357,GREEN,038,0,-180,-3.0,0,0,745.0,919.0,0.0,174.0,117,True,0,120.0
cluster_357,GREEN,038,1,-180,-3.0,0,29,1347.0,1524.0,0.0,177.0,118,True,0,120.0
cluster_357,GREEN,GREEN,0,-180,-3.0,2,0,509.0,332.0,177.0,0.0,59,True,0,120.0
cluster_357,GREEN,GREEN,1,-180,-3.0,1,0,537.0,687.0,0.0,150.0,59,True,0,120.0
cluster_38,013,GREEN,0,-180,-3.0,0,7,9222.0,7208.9,2013.0,0.0,871,True,0,120.0
cluster_38,216,GREEN,0,-180,-3.0,0,1,8968.0,9735.0,0.0,767.0,851,True,0,120.0
cluster_38,GREEN,013,0,-180,-3.0,0,3,636.4,799.7,0.0,163.3,115,True,0,120.0
cluster_38,GREEN,013,1,-180,-3.0,0,0,745.9,914.4,0.0,168.5,115,True,0,120.0
cluster_38,GREEN,216,0,-180,-3.0,0,5,1577.6,1698.5,0.0,120.9,112,True,0,120.0
cluster_38,GREEN,216,1,-180,-3.0,9,0,1909.3,1512.2,397.1,0.0,116,True,0,120.0
cluster_38,GREEN,GREEN,0,-180,-3.0,0,48,190.5,986.5,0.0,796.0,58,True,0,120.0
cluster_38,GREEN,GREEN,1,-180,-3.0,0,49,802.5,976.5,0.0,174.0,58,True,0,120.0
cluster_456,227,GREEN,0,-180,-3.0,0,4,1897.6,1772.6,125.0,0.0,165,True,0,120.0
cluster_456,233,GREEN,0,-180,-3.0,3,0,1539.8,1345.8,194.0,0.0,158,True,0,120.0
cluster_456,GREEN,227,0,-180,-3.0,2,0,1891.6,1915.1,0.0,23.5,118,True,0,120.0
cluster_456,GREEN,227,1,-180,-3.0,0,6,1698.7,1830.9,0.0,132.2,116,True,0,120.0
cluster_456,GREEN,233,0,-180,-3.0,0,2,2117.1,2290.0,0.0,172.9,116,True,0,120.0
cluster_456,GREEN,233,1,-180,-3.0,7,0,1834.0,1724.4,109.6,0.0,117,True,0,120.0
cluster_456,GREEN,GREEN,0,-180,-3.0,50,0,1082.0,902.0,180.0,0.0,60,True,0,120.0
cluster_456,GREEN,GREEN,1,-180,-3.0,52,0,1019.0,119.5,899.5,0.0,60,True,0,120.0
cluster_827,229,GREEN,0,-180,-3.0,0,11,2399.9,2728.9,0.0,329.0,231,True,0,120.0
cluster_827,GREEN,229,0,-180,-3.0,0,8,1999.5,1993.7,5.8,0.0,117,True,0,120.0
cluster_827,GREEN,229,1,-180,-3.0,0,0,1880.1,1962.6,0.0,82.5,114,True,0,120.0
cluster_827,GREEN,GREEN,0,-180,-3.0,3,0,617.0,437.0,180.0,0.0,60,True,0,120.0
cluster_827,GREEN,GREEN,1,-180,-3.0,3,0,494.5,606.5,0.0,112.0,60,True,0,120.0
cluster_827,GREEN,SILVER,0,-180,-3.0,0,19,2646.0,2820.5,0.0,174.5,116,True,0,120.0
cluster_827,GREEN,SILVER,1,-180,-3.0,18,0,3046.5,2379.0,667.5,0.0,115,True,0,120.0
cluster_827,SILVER,GREEN,0,-180,-3.0,1,0,561.5,746.5,0.0,185.0,59,True,0,120.0
cluster_876,GREEN,GREEN,0,-180,-3.0,0,0,687.0,519.0,168.0,0.0,56,True,0,120.0
cluster_876,GREEN,GREEN,1,-180,-3.0,0,0,272.0,440.0,0.0,168.0,56,True,0,120.0
cluster_876,GREEN,ORANGE,0,-180,-3.0,0,0,1291.5,1462.5,0.0,171.0,116,True,0,120.0
cluster_876,GREEN,ORANGE,1,-180,-3.0,52,0,1650.5,747.5,903.0,0.0,113,True,0,120.0
cluster_876,GREEN,TRE,0,-180,-3.0,0,0,2235.5,2391.5,0.0,156.0,103,True,0,120.0
cluster_876,GREEN,TRE,1,-180,-3.0,18,0,2763.5,2123.5,640.0,0.0,109,True,0,120.0
cluster_876,ORANGE,GREEN,0,-180,-3.0,0,2,1238.0,2016.0,0.0,778.0,114,True,0,120.0
cluster_876,TRE,GREEN,0,-180,-3.0,17,0,630.5,486.5,144.0,0.0,58,True,0,120.0
cluster_9,001,GREEN,0,-180,-3.0,65,0,6452.4,6103.4,349.0,0.0,1177,True,0,120.0
cluster_9,003,GREEN,0,-180,-3.0,18,0,9725.8,9388.3,337.5,0.0,1887,True,0,120.0
cluster_9,009,GREEN,0,-180,-3.0,0,9,5630.4,5659.2,0.0,28.8,1167,True,0,120.0
cluster_9,013,GREEN,0,-180,-3.0,207,0,9408.7,6540.7,2868.0,0.0,1207,True,0,120.0
cluster_9,016,GREEN,0,-180,-3.0,7,0,2909.4,2270.9,638.5,0.0,696,True,0,120.0
cluster_9,018,GREEN,0,-180,-3.0,184,0,5105.5,4831.0,274.5,0.0,627,True,0,120.0
cluster_9,102,GREEN,0,-180,-3.0,35,0,3808.8,3014.3,794.4,0.0,776,True,0,120.0
cluster_9,103,GREEN,0,-180,-3.0,0,22,2248.9,2325.9,0.0,77.0,540,True,0,120.0
cluster_9,106,GREEN,0,-180,-3.0,0,42,3806.7,4190.7,0.0,384.0,1012,True,0,120.0
cluster_9,109,GREEN,0,-180,-3.0,14,0,4440.1,4818.0,0.0,377.9,783,True,0,120.0
cluster_9,128,GREEN,0,-180,-3.0,24,0,6241.0,5325.0,916.0,0.0,1003,True,0,120.0
cluster_9,145,GREEN,0,-180,-3.0,48,0,4337.6,3859.0,478.6,0.0,830,True,0,120.0
cluster_9,147,GREEN,0,-180,-3.0,0,84,3792.7,4796.7,0.0,1004.0,819,True,0,120.0
cluster_9,205,GREEN,0,-180,-3.0,49,0,2053.5,1773.8,279.7,0.0,374,True,0,120.0
cluster_9,207,GREEN,0,-180,-3.0,0,13,3742.0,3513.5,228.5,0.0,729,True,0,120.0
cluster_9,214,GREEN,0,-180,-3.0,26,0,3602.6,2949.1,653.5,0.0,638,True,0,120.0
cluster_9,224,GREEN,0,-180,-3.0,16,0,2089.9,1864.4,225.5,0.0,447,True,0,120.0
cluster_9,230,GREEN,0,-180,-3.0,0,13,2410.2,2734.2,0.0,324.0,543,True,0,120.0
cluster_9,237,GREEN,0,-180,-3.0,10,0,4008.8,3570.3,438.5,0.0,690,True,0,120.0
cluster_9,239,GREEN,0,-180,-3.0,60,0,3672.4,3412.0,260.4,0.0,530,True,0,120.0
cluster_9,249,GREEN,0,-180,-3.0,0,24,1819.4,1954.4,0.0,135.0,384,True,0,120.0
cluster_9,306,GREEN,0,-180,-3.0,33,0,4625.3,4366.3,259.0,0.0,668,True,0,120.0
cluster_9,308,GREEN,0,-180,-3.0,70,0,5142.6,4672.6,470.0,0.0,1046,True,0,120.0
cluster_9,421,GREEN,0,-180,-3.0,0,0,211.0,303.5,0.0,92.5,42,True,0,120.0
cluster_9,425,GREEN,0,-180,-3.0,60,0,5200.8,4947.8,253.0,0.0,1032,True,0,120.0
cluster_9,620,GREEN,0,-180,-3.0,0,0,458.0,236.0,222.0,0.0,110,True,0,120.0
cluster_9,BLUE,GREEN,0,-180,-3.0,98,0,3714.0,3118.0,596.0,0.0,584,True,0,120.0
cluster_9,GREEN,001,0,-180,-3.0,1,0,1483.7,1516.5,0.0,32.8,456,True,0,120.0
cluster_9,GREEN,001,1,-180,-3.0,2,0,1307.0,1313.9,0.0,6.9,467,True,0,120.0
cluster_9,GREEN,003,0,-180,-3.0,0,6,973.6,957.5,16.1,0.0,468,True,0,120.0
cluster_9,GREEN,003,1,-180,-3.0,0,2,720.2,741.0,0.0,20.8,461,True,0,120.0
cluster_9,GREEN,009,0,-180,-3.0,7,0,1825.8,1574.2,251.6,0.0,458,True,0,120.0
cluster_9,GREEN,009,1,-180,-3.0,0,0,2194.3,2215.6,0.0,21.3,456,True,0,120.0
cluster_9,GREEN,013,0,-180,-3.0,0,46,2855.6,3460.3,0.0,604.7,461,True,0,120.0
cluster_9,GREEN,013,1,-180,-3.0,0,0,1244.6,1366.7,0.0,122.0,460,True,0,120.0
cluster_9,GREEN,016,0,-180,-3.0,1,0,2813.2,2932.9,0.0,119.7,462,True,0,120.0
cluster_9,GREEN,016,1,-180,-3.0,0,42,2894.6,3409.7,0.0,515.2,454,True,0,120.0
cluster_9,GREEN,018,0,-180,-3.0,15,0,1660.7,1694.2,0.0,33.5,462,True,0,120.0
cluster_9,GREEN,018,1,-180,-3.0,40,0,2103.9,1585.3,518.6,0.0,463,True,0,120.0
cluster_9,GREEN,102,0,-180,-3.0,0,15,3651.7,3988.6,0.0,336.9,452,True,0,120.0
cluster_9,GREEN,102,1,-180,-3.0,0,31,3676.8,3858.8,0.0,182.0,455,True,0,120.0
cluster_9,GREEN,103,0,-180,-3.0,0,14,3495.7,3589.9,0.0,94.2,445,True,0,120.0
cluster_9,GREEN,103,1,-180,-3.0,7,0,3360.1,3105.0,255.1,0.0,448,True,0,120.0
cluster_9,GREEN,106,0,-180,-3.0,0,19,3825.3,3687.1,138.2,0.0,464,True,0,120.0
cluster_9,GREEN,106,1,-180,-3.0,0,13,3451.0,3427.4,23.6,0.0,460,True,0,120.0
cluster_9,GREEN,109,0,-180,-3.0,18,0,3353.0,3282.6,70.4,0.0,464,True,0,120.0
cluster_9,GREEN,109,1,-180,-3.0,0,16,3858.0,3907.6,0.0,49.5,455,True,0,120.0
cluster_9,GREEN,128,0,-180,-3.0,14,0,3783.2,3721.1,62.2,0.0,467,True,0,120.0
cluster_9,GREEN,128,1,-180,-3.0,0,13,4013.2,4148.4,0.0,135.2,461,True,0,120.0
cluster_9,GREEN,145,0,-180,-3.0,0,6,3365.0,3450.8,0.0,85.8,464,True,0,120.0
cluster_9,GREEN,145,1,-180,-3.0,0,1,3664.7,3654.5,10.2,0.0,455,True,0,120.0
cluster_9,GREEN,147,0,-180,-3.0,13,0,2977.4,2720.7,256.7,0.0,464,True,0,120.0
cluster_9,GREEN,147,1,-180,-3.0,19,0,2981.4,2872.2,109.2,0.0,453,True,0,120.0
cluster_9,GREEN,205,0,-180,-3.0,5,0,6757.6,6632.2,125.4,0.0,464,True,0,120.0
cluster_9,GREEN,205,1,-180,-3.0,0,1,6168.2,6229.4,0.0,61.2,458,True,0,120.0
cluster_9,GREEN,207,0,-180,-3.0,8,0,6223.6,5920.6,303.1,0.0,445,True,0,120.0
cluster_9,GREEN,207,1,-180,-3.0,0,7,8347.9,8581.4,0.0,233.5,445,True,0,120.0
cluster_9,GREEN,214,0,-180,-3.0,0,10,4931.1,5132.7,0.0,201.6,459,True,0,120.0
cluster_9,GREEN,214,1,-180,-3.0,0,6,5860.8,6184.7,0.0,323.9,449,True,0,120.0
cluster_9,GREEN,224,0,-180,-3.0,9,0,3130.3,2876.9,253.3,0.0,459,True,0,120.0
cluster_9,GREEN,224,1,-180,-3.0,0,23,8896.5,9086.5,0.0,190.0,440,True,0,120.0
cluster_9,GREEN,230,0,-180,-3.0,8,0,5037.1,4798.1,239.0,0.0,455,True,0,120.0
cluster_9,GREEN,230,1,-180,-3.0,0,17,5557.7,5519.0,38.6,0.0,448,True,0,120.0
cluster_9,GREEN,237,0,-180,-3.0,4,0,5584.3,5789.1,0.0,204.8,444,True,0,120.0
cluster_9,GREEN,237,1,-180,-3.0,0,11,4533.8,4495.3,38.6,0.0,444,True,0,120.0
cluster_9,GREEN,239,0,-180,-3.0,0,0,5537.2,5763.5,0.0,226.4,447,True,0,120.0
cluster_9,GREEN,239,1,-180,-3.0,1,0,6329.4,6647.1,0.0,317.7,441,True,0,120.0
cluster_9,GREEN,249,0,-180,-3.0,12,0,6588.0,6713.6,0.0,125.6,444,True,0,120.0
cluster_9,GREEN,249,1,-180,-3.0,0,14,5540.5,5358.2,182.3,0.0,445,True,0,120.0
cluster_9,GREEN,306,0,-180,-3.0,1,0,14331.9,14625.0,0.0,293.1,320,True,0,120.0
cluster_9,GREEN,306,1,-180,-3.0,0,1,13904.3,14116.2,0.0,211.9,319,True,0,120.0
cluster_9,GREEN,308,0,-180,-3.0,1,0,22167.8,22019.2,148.5,0.0,329,True,0,120.0
cluster_9,GREEN,308,1,-180,-3.0,0,1,16847.6,16774.9,72.8,0.0,348,True,0,120.0
cluster_9,GREEN,421,0,-180,-3.0,2,0,14450.0,14390.0,60.0,0.0,322,True,0,120.0
